Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,Player-additional
187,Isaiah Ford,MIA,23,,8,0,35,23,244,0,16,158,6.9,86,3.7,7.6,4,5.8,1,2.9,2,62.1,FordIs00
188,Bennie Fowler,NYG,28,,8,2,36,23,193,0,12,164,7.1,29,1.3,10.3,1,23.0,2,5.6,2,54.5,FowlBe00
189,Patrick Laird,MIA,24,,15,4,30,23,204,0,13,28,1.2,176,7.7,1.4,2,11.5,2,6.7,0,94.3,LairPa00
190,Keke Coutee,HOU,22,,9,4,36,22,254,0,10,114,5.2,140,6.4,7.6,3,7.3,1,2.8,2,59.3,CoutKe00
191,Tevin Coleman,SFO,26,RB,14,11,30,21,180,1,9,-24,-1.1,204,9.7,-1.0,0,,2,6.7,1,82.6,ColeTe01
192,KeeSean Johnson,ARI,23,,10,4,42,21,187,1,10,144,6.9,43,2.0,8.7,0,,3,7.1,1,60.3,JohnKe07
193,Foster Moreau,OAK,22,TE,13,7,25,21,174,5,14,77,3.7,97,4.6,4.4,4,5.3,0,0.0,1,118.6,MoreFo00
194,Josh Reynolds,LAR,24,,16,2,43,21,326,1,15,187,8.9,139,6.6,10.6,6,3.5,3,7.0,1,72.4,ReynJo00
195,Seth Roberts,BAL,28,,16,0,35,21,271,2,18,201,9.6,70,3.3,9.4,0,,0,0.0,1,91.5,RobeSe00
196,Delanie Walker,TEN,35,/te,7,4,31,21,215,2,11,149,7.1,66,3.1,7.5,0,,2,6.5,1,95.5,WalkHu00
197,Josh Jacobs,OAK,21,RB,13,13,27,20,166,0,8,-17,-0.9,183,9.2,-1.3,4,5.0,3,11.1,0,89.4,JacoJo01
198,Kyle Juszczyk*,SFO,28,FB,12,12,24,20,239,1,11,82,4.1,157,7.9,5.6,1,20.0,1,4.2,0,122.0,JuszKy00
199,Matt Breida,SFO,24,rb,13,5,22,19,120,1,6,-7,-0.4,127,6.7,-0.5,2,9.5,1,4.5,1,85.6,BreiMa00
200,Jakeem Grant,MIA,27,,10,2,33,19,164,0,9,77,4.1,87,4.6,12.3,0,,1,3.0,2,45.5,GranJa00
201,Justin Hardy,ATL,28,/wr,16,1,26,19,195,0,9,114,6.0,81,4.3,7.7,0,,2,7.7,0,94.2,HardJu00
202,Taysom Hill,NOR,29,wr,16,5,22,19,234,6,14,85,4.5,149,7.8,4.7,2,9.5,1,4.5,0,150.6,HillTa00
203,Parris Campbell,IND,22,,7,3,24,18,127,1,6,31,1.7,96,5.3,8.3,3,6.0,1,4.2,0,100.5,CampPa00
204,Charles Clay,ARI,30,TE,15,10,24,18,237,1,12,142,7.9,95,5.3,6.3,2,9.0,0,0.0,1,102.3,ClayCh00
205,Rhett Ellison,NYG,31,fb/te,10,7,28,18,167,1,4,84,4.7,83,4.6,5.2,2,9.0,2,7.1,1,77.5,ElliRh00
206,Derrick Henry *,TEN,25,RB,15,15,24,18,206,2,4,-23,-1.3,229,12.7,-1.6,2,9.0,3,12.5,0,128.1,HenrDe00
207,Tre'Quan Smith,NOR,23,WR,11,6,25,18,234,5,17,123,6.8,111,6.2,9.0,4,4.5,0,0.0,1,124.0,SmitTr03
208,Javon Wims,CHI,25,wr,16,6,39,18,186,1,9,141,7.8,45,2.5,11.6,0,,3,7.7,2,47.6,WimsJa00
209,C.J. Ham*,MIN,26,FB,16,7,26,17,149,1,6,24,1.4,125,7.4,1.6,2,8.5,1,3.8,0,93.3,HamxC.00
210,Marcus Johnson,IND,25,WR,8,6,33,17,277,2,12,234,13.8,43,2.5,17.3,0,,3,9.1,0,100.2,JohnMa07
211,David Moore,SEA,24,,14,1,34,17,301,2,14,173,10.2,128,7.5,14.2,3,5.7,1,2.9,1,88.0,MoorDa03
212,Adrian Peterson,WAS,34,RB,15,15,23,17,142,0,7,-19,-1.1,161,9.5,-1.9,6,2.8,1,4.3,0,89.4,PeteAd01
213,Vyncint Smith,NYJ,23,,13,4,31,17,225,0,11,120,7.1,105,6.2,12.0,2,8.5,2,6.5,2,51.1,SmitVy00
214,Nick Vannett,2TM,26,,16,7,22,17,166,0,5,100,5.9,66,3.9,6.4,2,8.5,0,0.0,0,97.9,VannNi00
215,Ben Watson,NWE,39,te,10,8,24,17,173,0,9,90,5.3,83,4.9,8.9,2,8.5,2,8.3,0,91.1,WatsBe00
216,Peyton Barber,TAM,25,rb,16,7,24,16,115,1,4,2,0.1,113,7.1,1.5,2,8.0,1,4.2,1,74.1,BarbPe01
217,Jaron Brown,SEA,29,WR,14,4,28,16,220,2,10,155,9.7,65,4.1,8.9,0,,2,7.1,1,91.4,BrowJa03
218,Jesse James,DET,25,TE,16,11,27,16,142,0,8,77,4.8,65,4.1,5.2,1,16.0,2,7.4,0,73.4,JameJe00
219,Tim Patrick,DEN,26,,8,2,31,16,218,0,14,180,11.3,38,2.4,10.2,1,16.0,1,3.2,1,61.0,PatrTi00
220,Chester Rogers,IND,25,wr,12,6,28,16,179,2,11,110,6.9,69,4.3,8.7,0,,2,7.1,0,100.1,RogeCh02
221,Ian Thomas,CAR,23,,16,3,30,16,136,1,10,63,3.9,73,4.6,7.1,0,,3,10.0,1,62.6,ThomIa00
222,Logan Thomas,DET,28,/te,16,3,28,16,173,1,10,100,6.3,73,4.6,7.8,0,,0,0.0,1,72.5,ThomLo00
223,Ameer Abdullah,MIN,26,,16,0,21,15,88,1,5,9,0.6,79,5.3,0.4,0,,0,0.0,1,75.1,AbduAm00
224,Ross Dwelley,SFO,24,te,16,6,22,15,91,2,8,51,3.4,40,2.7,5.3,0,,0,0.0,1,87.5,DwelRo00
225,Demetrius Harris,CLE,28,TE,15,6,27,15,149,3,10,81,5.4,68,4.5,6.3,3,5.0,5,18.5,0,108.4,HarrDe03
226,Marcedes Lewis,GNB,35,TE,16,11,19,15,156,1,8,74,4.9,82,5.5,5.7,0,,0,0.0,0,118.4,LewiMa00
227,Tony Pollard,DAL,22,,15,0,20,15,107,1,4,-28,-1.9,135,9.0,-0.9,1,15.0,1,5.0,1,82.7,PollTo00
228,Malik Turner,SEA,23,,15,3,22,15,245,1,10,144,9.6,101,6.7,12.0,0,,1,4.5,0,120.5,TurnMa00
229,Mark Walton,MIA,22,,7,4,21,15,89,0,3,-3,-0.2,92,6.1,-0.5,1,15.0,1,4.8,0,79.3,WaltMa00
230,Justin Watson,TAM,23,,16,2,26,15,159,2,10,145,9.7,14,0.9,13.5,0,,1,3.8,2,69.2,WatsJu01
231,Darrel Williams,KAN,24,,12,0,19,15,167,1,7,-12,-0.8,179,11.9,1.1,0,,0,0.0,0,120.8,WillDa10
232,Maxx Williams,ARI,25,TE,16,10,19,15,202,1,11,98,6.5,104,6.9,7.2,3,5.0,1,5.3,1,106.6,WillMa04
233,Ryquell Armstead,JAX,23,,16,1,24,14,144,2,9,25,1.8,119,8.5,1.5,0,,2,8.3,1,86.1,ArmsRy00
234,Kalen Ballage,MIA,24,RB,12,6,24,14,63,0,4,-24,-1.7,87,6.2,-0.3,0,,4,16.7,1,45.8,BallKa00
235,Trey Burton,CHI,28,te,8,5,24,14,84,0,5,48,3.4,36,2.6,5.0,0,,2,8.3,1,47.9,BurtTr01
236,Anthony Firkser,TEN,24,,15,1,24,14,204,1,9,133,9.5,71,5.1,9.3,0,,1,4.2,1,82.6,FirkAn00
237,Jeff Heuerman,DEN,27,TE,14,11,20,14,114,1,9,72,5.1,42,3.0,5.4,1,14.0,0,0.0,1,80.0,HeueJe00
238,Marlon Mack,IND,23,RB,14,12,17,14,82,0,2,2,0.1,80,5.7,-0.3,0,,1,5.9,0,86.8,MackMa00
239,Raheem Mostert,SFO,27,,16,0,22,14,180,2,6,25,1.8,155,11.1,2.0,1,14.0,2,9.1,0,119.5,MostRa00
240,James O'Shaughnessy,JAX,27,TE,5,5,20,14,153,2,7,69,4.9,84,6.0,5.9,2,7.0,0,0.0,0,125.6,O'ShJa00
241,Ricky Seals-Jones,CLE,24,/te,14,3,22,14,229,4,10,134,9.6,95,6.8,11.5,0,,1,4.5,0,138.1,SealRi00
242,Tavon Austin,DAL,29,,14,0,24,13,177,1,8,92,7.1,85,6.5,12.5,0,,0,0.0,1,74.5,AustTa00
243,Miles Boykin,BAL,23,WR,16,11,22,13,198,3,10,186,14.3,12,0.9,17.2,0,,1,4.5,0,128.4,BoykMi00
244,Derek Carrier,OAK,29,,16,4,19,13,108,1,4,57,4.4,51,3.9,8.7,0,,1,5.3,0,100.3,CarrDe00
245,Frank Gore,BUF,36,rb,16,8,16,13,100,0,5,12,0.9,88,6.8,0.9,1,13.0,1,6.3,0,92.7,GoreFr00
246,Matt LaCosse,NWE,27,TE,11,8,19,13,131,1,6,85,6.5,46,3.5,7.1,0,,2,10.5,1,83.4,LaCoMa00
247,Scott Miller,TAM,22,,10,2,26,13,200,1,5,164,12.6,36,2.8,17.9,0,,0,0.0,0,88.6,MillSc01
248,Ty Montgomery,NYJ,26,/rb,16,2,17,13,90,0,3,-4,-0.3,94,7.2,1.4,1,13.0,0,0.0,1,63.4,MontTy01
249,Nick O'Leary,2TM,27,,12,5,18,13,109,1,4,70,5.4,39,3.0,5.3,0,,1,5.6,1,82.9,OLeaNi00
250,Geoff Swaim,JAX,26,/te,6,2,17,13,65,0,1,19,1.5,46,3.5,3.2,0,,1,5.9,0,81.7,SwaiGe00
251,T.J. Yeldon,BUF,26,,6,0,15,13,124,0,6,9,0.7,115,8.8,1.1,1,13.0,0,0.0,1,73.3,YeldT.00
252,Seth Devalve,JAX,26,te,12,6,18,12,140,0,7,79,6.6,61,5.1,5.8,0,,1,5.6,0,90.0,DevaSe00
253,Chase Edmonds,ARI,23,,13,2,21,12,105,1,5,-3,-0.3,108,9.0,0.1,2,6.0,5,23.8,1,66.6,EdmoCh00
254,Marquise Goodwin,SFO,29,wr,9,6,21,12,186,1,10,153,12.8,33,2.8,13.4,0,,2,9.5,0,102.5,GoodMa00
255,N'Keal Harry,NWE,22,wr,7,5,24,12,105,2,7,63,5.3,42,3.5,9.3,1,12.0,1,4.2,1,72.4,HarrNK00
256,Dontrell Hilliard,CLE,24,,14,0,15,12,92,0,4,-11,-0.9,103,8.6,0.3,0,,1,6.7,1,64.4,HillDo00
257,Dontrelle Inman,2TM,30,,7,1,21,12,181,0,9,139,11.6,42,3.5,13.0,0,,2,9.5,0,85.6,InmaDo00
258,Jake Kumerow,GNB,27,,14,4,21,12,219,1,8,134,11.2,85,7.1,15.1,2,6.0,0,0.0,1,89.2,KumeJa00
259,Sony Michel,NWE,24,RB,16,14,20,12,94,0,7,-2,-0.2,96,8.0,0.5,1,12.0,3,15.0,0,71.7,MichSo00
260,Byron Pringle,KAN,26,,16,0,16,12,170,1,7,107,8.9,63,5.3,11.1,2,6.0,2,12.5,1,103.6,PrinBy00
261,Damion Ratley,CLE,24,,13,3,24,12,200,1,11,153,12.8,47,3.9,12.8,1,12.0,0,0.0,1,75.0,RatlDa00
262,Duke Williams,BUF,27,,4,3,19,12,166,1,8,116,9.7,50,4.2,11.1,2,6.0,2,10.5,0,108.7,WillDu01
263,Christian Blake,ATL,23,,9,3,24,11,91,0,5,67,6.1,24,2.2,7.7,0,,0,0.0,0,56.1,BlakCh00
264,DeAndre Carter,HOU,26,,16,3,14,11,162,0,6,105,9.5,57,5.2,10.8,0,,0,0.0,0,114.9,CartDe02
265,Keelan Doss,OAK,23,,8,2,14,11,133,0,6,76,6.9,57,5.2,8.9,0,,1,7.1,0,106.2,DossKe00
266,Wayne Gallman,NYG,25,,10,2,15,11,102,1,4,-2,-0.2,104,9.5,2.1,2,5.5,0,0.0,0,113.7,GallWa00
267,Travis Homer,SEA,21,,16,1,13,11,56,0,3,-4,-0.4,60,5.5,-0.3,1,11.0,0,0.0,0,84.6,HomeTr00
268,Cordarrelle Patterson*+,CHI,28,,16,4,17,11,83,0,3,11,1.0,72,6.5,4.9,2,5.5,0,0.0,0,76.3,PattCo00
269,Dante Pettis,SFO,24,,11,4,24,11,109,2,7,86,7.8,23,2.1,7.9,1,11.0,3,12.5,2,52.3,PettDa00
270,Ito Smith,ATL,24,,7,0,14,11,87,0,2,15,1.4,72,6.5,1.7,2,5.5,0,0.0,0,92.6,SmitIt00
271,JJ Arcega-Whiteside,PHI,23,wr,16,5,22,10,169,1,7,153,15.3,16,1.6,16.6,0,,1,4.5,1,68.2,ArceJJ00
272,Vernon Davis,WAS,35,/te,4,1,19,10,123,1,4,43,4.3,80,8.0,6.9,2,5.0,1,5.3,2,50.9,DaviVe00
273,Brian Hill,ATL,24,,12,2,14,10,69,1,4,15,1.5,54,5.4,1.5,2,5.0,1,7.1,0,106.0,HillBr02
274,Mack Hollins,2TM,26,,16,3,23,10,125,0,7,92,9.2,33,3.3,13.2,0,,1,4.3,0,61.0,HollMa00
275,Jordan Howard,PHI,25,/rb,10,4,14,10,69,1,3,0,0.0,69,6.9,0.1,1,10.0,1,7.1,0,106.0,HowaJo00
276,Carlos Hyde,HOU,29,RB,16,14,16,10,42,0,2,-9,-0.9,51,5.1,1.4,2,5.0,1,6.3,2,27.1,HydeCa00
277,Kerryon Johnson,DET,22,RB,8,7,15,10,127,1,7,11,1.1,116,11.6,4.6,2,5.0,2,13.3,0,115.1,JohnKe06
278,Alexander Mattison,MIN,21,,13,0,12,10,82,0,3,8,0.8,74,7.4,2.3,0,,0,0.0,0,95.1,MattAl01
279,C.J. Prosise,SEA,25,,9,0,12,10,76,0,3,10,1.0,66,6.6,4.3,0,,0,0.0,0,93.1,ProsC.00
280,Robert Tonyan,GNB,25,,11,1,15,10,100,1,4,74,7.4,26,2.6,10.5,0,,0,0.0,0,107.6,TonyRo00
281,Andrew Beck,DEN,23,te,16,6,12,9,90,1,6,23,2.6,67,7.4,2.2,0,,1,8.3,0,123.6,BeckAn01
282,Brandon Bolden,NWE,29,,15,2,11,9,111,1,6,52,5.8,59,6.6,6.0,1,9.0,1,9.1,1,101.1,BoldBr00
283,Deon Cain,2TM,23,,13,6,20,9,124,0,7,102,11.3,22,2.4,11.4,0,,1,5.0,1,44.6,CainDe00
284,Jaeden Graham,ATL,24,,16,0,10,9,149,1,7,76,8.4,73,8.1,8.6,1,9.0,0,0.0,0,152.1,GrahJa01
285,Virgil Green,LAC,31,,15,4,13,9,78,1,4,39,4.3,39,4.3,4.8,1,9.0,0,0.0,0,110.4,GreeVi00
286,Andy Isabella,ARI,23,,15,1,13,9,189,1,4,49,5.4,140,15.6,6.3,2,4.5,0,0.0,0,137.5,IsabAn00
287,DeSean Jackson,PHI,33,,3,3,10,9,159,2,6,144,16.0,15,1.7,14.7,1,9.0,1,10.0,0,158.3,JackDe00
288,Justin Jackson,LAC,23,,7,0,11,9,22,0,0,-16,-1.8,38,4.2,-1.1,1,9.0,0,0.0,0,79.2,JackJu01
289,Joshua Perkins,PHI,26,,5,0,13,9,87,1,5,61,6.8,26,2.9,9.5,0,,0,0.0,0,113.3,PerkJo02
290,Kalif Raymond,TEN,25,,8,1,12,9,170,1,6,156,17.3,14,1.6,18.3,0,,0,0.0,1,109.7,RaymKa00
291,Adam Shaheen,CHI,25,,8,2,13,9,74,0,3,36,4.0,38,4.2,3.8,1,9.0,0,0.0,0,83.5,ShahAd00
292,Wendell Smallwood,WAS,25,,15,0,13,9,64,0,4,14,1.6,50,5.6,2.2,0,,1,7.7,0,80.3,SmalWe00
293,Darwin Thompson,KAN,22,,12,0,10,9,43,0,2,-19,-2.1,62,6.9,-1.6,1,9.0,1,10.0,0,84.6,ThomDa06
294,Laquon Treadwell,MIN,24,/wr,13,1,16,9,184,1,8,127,14.1,57,6.3,11.9,1,9.0,2,12.5,0,117.7,TreaLa00
295,Damion Willis,CIN,22,,10,2,16,9,82,0,3,57,6.3,25,2.8,10.6,1,9.0,3,18.8,0,70.3,WillDa11
296,Mo Alie-Cox,IND,26,,16,2,11,8,93,0,5,33,4.1,60,7.5,4.4,0,,0,0.0,0,97.9,AlieMo00
297,Dan Arnold,2TM,24,,5,1,14,8,127,2,6,98,12.3,29,3.6,13.0,0,,0,0.0,0,127.1,ArnoDa00
298,Blake Bell,KAN,28,TE,15,7,15,8,67,0,3,58,7.3,9,1.1,6.6,1,8.0,3,20.0,0,65.1,BellBl00
299,Antonio Callaway,CLE,22,,4,2,15,8,89,0,3,45,5.6,44,5.5,10.2,0,,2,13.3,2,31.7,CallAn00
300,Tyler Conklin,MIN,24,,15,1,10,8,58,0,2,40,5.0,18,2.3,6.1,0,,0,0.0,0,90.8,ConkTy00
301,Trevor Davis,3TM,26,,14,4,11,8,111,0,4,46,5.8,65,8.1,9.1,1,8.0,0,0.0,0,104.7,DaviTr03
302,Hale Hentges,WAS,23,,11,4,14,8,103,1,6,56,7.0,47,5.9,7.6,0,,2,14.3,0,104.2,HentHa00
303,Justice Hill,BAL,22,,16,0,15,8,70,0,5,-11,-1.4,81,10.1,1.5,0,,0,0.0,0,66.0,HillJu00
304,Chris Hogan,CAR,32,/wr,7,1,15,8,67,0,3,38,4.8,29,3.6,8.1,0,,0,0.0,1,37.4,HogaCh00
305,Jesper Horsted,CHI,22,,6,1,10,8,87,1,4,57,7.1,30,3.8,6.6,1,8.0,0,0.0,0,136.2,HorsJe00
306,Rashaad Penny,SEA,23,,10,0,11,8,83,1,3,-8,-1.0,91,11.4,2.3,0,,0,0.0,0,124.4,PennRa00
307,Patrick Ricard*,BAL,25,FB,16,7,11,8,47,1,3,-5,-0.6,52,6.5,-0.1,1,8.0,1,9.1,0,110.8,RicaPa00
308,Luke Stocker,ATL,31,te,15,9,14,8,53,0,2,17,2.1,36,4.5,4.3,0,,2,14.3,2,25.9,StocLu00
309,Tommy Sweeney,BUF,24,,6,1,13,8,114,0,4,76,9.5,38,4.8,9.1,1,8.0,1,7.7,0,89.9,SweeTo00
310,Ryan Switzer,PIT,25,,9,0,11,8,27,0,2,10,1.3,17,2.1,1.5,0,,0,0.0,0,75.2,SwitRy00
311,Luke Willson,SEA,29,te,8,7,10,8,79,0,5,41,5.1,38,4.8,7.2,1,8.0,0,0.0,0,99.6,WillLu00
312,Brandon Zylstra,CAR,26,,8,0,12,8,106,0,5,96,12.0,10,1.3,13.3,0,,0,0.0,0,94.4,ZylsBr00
313,Daniel Brown,NYJ,27,wr,16,5,11,7,72,1,4,51,7.3,21,3.0,10.1,0,,1,9.1,1,74.8,BrowDa04
314,Mike Davis,2TM,26,,12,1,8,7,22,0,1,-5,-0.7,27,3.9,0.8,0,,0,0.0,0,79.2,DaviMi01
315,Gus Edwards,BAL,24,,16,1,7,7,45,0,2,0,0.0,45,6.4,0.0,0,,0,0.0,0,93.5,EdwaGu00
316,Myles Gaskin,MIA,22,,7,0,12,7,51,0,2,5,0.7,46,6.6,0.2,0,,2,16.7,0,68.4,GaskMy00
317,Derrius Guice,WAS,22,,5,1,9,7,79,1,2,-7,-1.0,86,12.3,-0.3,0,,1,11.1,0,140.3,GuicDe00
318,Marvin Hall,DET,26,,9,0,11,7,261,1,7,225,32.1,36,5.1,27.6,0,,0,0.0,1,99.6,HallMa02
319,J.P. Holtz,2TM,26,,15,7,8,7,91,0,4,12,1.7,79,11.3,2.0,1,7.0,1,12.5,0,114.1,HoltJ.01
320,Bilal Powell,NYJ,31,/rb,13,1,12,7,33,0,0,-12,-1.7,45,6.4,1.8,1,7.0,3,25.0,0,63.2,PoweBi00
321,Durham Smythe,MIA,24,TE,16,14,14,7,65,0,2,55,7.9,10,1.4,9.9,0,,1,7.1,1,33.3,SmytDu00
322,Danny Vitale,GNB,26,,15,4,12,7,97,0,3,41,5.9,56,8.0,6.8,0,,1,8.3,0,84.4,VitaDa00
323,Jordan Wilkins,IND,25,,14,1,11,7,43,0,1,11,1.6,32,4.6,1.4,1,7.0,1,9.1,0,71.4,WilkJo01
324,Kenjon Barner,ATL,30,,14,0,8,6,22,0,1,-5,-0.8,27,4.5,-0.4,0,,0,0.0,0,77.1,BarnKe00
325,Travis Benjamin,LAC,30,/wr,5,2,16,6,30,0,3,11,1.8,19,3.2,12.9,1,6.0,2,12.5,0,45.8,BenjTr00
326,Braxton Berrios,NYJ,24,,16,0,13,6,115,0,3,28,4.7,87,14.5,8.2,1,6.0,1,7.7,0,77.4,BerrBr00
327,Reggie Bonnafon,CAR,23,,16,0,9,6,57,0,1,5,0.8,52,8.7,2.9,0,,1,11.1,1,44.4,BonnRe00
328,Devontae Booker,DEN,27,,16,0,9,6,57,0,1,13,2.2,44,7.3,4.0,0,,1,11.1,0,84.0,BookDe00
329,Ben Braunecker,CHI,25,,11,3,11,6,59,1,5,34,5.7,25,4.2,10.1,0,,1,9.1,0,100.2,BrauBe00
330,Trey Edmunds,PIT,25,,11,0,7,6,48,0,2,6,1.0,42,7.0,0.9,0,,0,0.0,0,95.2,EdmuTr00
331,Troy Fumagalli,DEN,24,te,11,5,9,6,38,1,1,24,4.0,14,2.3,4.6,0,,0,0.0,0,112.3,FumaTr00
332,Deonte Harris*+,NOR,22,,14,1,6,6,24,0,2,-13,-2.2,37,6.2,-2.2,1,6.0,0,0.0,0,83.3,HarrDe07
333,Alec Ingold,OAK,23,,16,4,6,6,44,1,4,6,1.0,38,6.3,1.0,0,,0,0.0,0,136.8,IngoAl01
334,Ryan Izzo,NWE,24,,6,4,9,6,114,1,4,64,10.7,50,8.3,8.7,0,,0,0.0,0,146.8,IzzoRy00
335,Richie James,SFO,24,,16,1,10,6,165,1,5,62,10.3,103,17.2,11.9,0,,0,0.0,1,97.9,JameRi00
336,D'Ernest Johnson,CLE,23,,16,0,7,6,71,0,1,28,4.7,43,7.2,4.9,1,6.0,0,0.0,0,108.9,JohnDE04
337,Tyler Kroft,BUF,27,,11,3,14,6,71,1,5,44,7.3,27,4.5,7.3,0,,1,7.1,0,82.7,KrofTy00
338,Zach Line,NOR,29,/fb,12,2,10,6,36,0,1,-9,-1.5,45,7.5,3.1,0,,0,0.0,1,27.5,LineZa01
339,Andre Patton,LAC,25,WR,13,5,17,6,56,0,4,28,4.7,28,4.7,16.0,0,,0,0.0,1,20.7,PattAn00
340,MyCole Pruitt,TEN,27,TE,16,10,8,6,90,1,4,25,4.2,65,10.8,3.8,0,,0,0.0,0,151.0,PruiMy00
341,Riley Ridley,CHI,23,,5,0,7,6,69,0,4,54,9.0,15,2.5,8.9,0,,0,0.0,0,107.7,RidlRi00
342,Diontae Spencer,DEN,27,,16,2,8,6,31,0,1,-2,-0.3,33,5.5,6.1,0,,1,12.5,0,80.7,SpenDi00
343,Darren Sproles,PHI,36,/rb,6,1,10,6,24,0,1,-1,-0.2,25,4.2,1.5,0,,3,30.0,0,64.6,SproDa00
344,Marcell Ateman,OAK,25,,11,0,10,5,116,0,4,97,19.4,19,3.8,12.8,0,,1,10.0,0,92.1,AtemMa00
345,Stephen Carlson,CLE,23,te,9,5,7,5,51,1,2,30,6.0,21,4.2,7.3,1,5.0,0,0.0,0,131.5,CarlSt00
346,Patrick DiMarco,BUF,30,fb,16,4,7,5,41,0,1,10,2.0,31,6.2,4.6,0,,1,14.3,0,86.0,DiMaPa00
347,Andy Janovich,DEN,26,/fb,7,3,5,5,42,0,1,9,1.8,33,6.6,1.8,0,,0,0.0,0,101.7,JanoAn00
348,David Njoku,CLE,23,,4,1,10,5,41,1,3,25,5.0,16,3.2,6.4,0,,2,20.0,1,54.6,NjokDa00
349,Drew Sample,CIN,23,,9,2,6,5,30,0,1,14,2.8,16,3.2,6.5,0,,0,0.0,0,87.5,SampDr00
350,Devin Smith,DAL,27,,4,2,9,5,113,1,4,81,16.2,32,6.4,19.9,1,5.0,0,0.0,0,137.5,SmitDe04
351,Spencer Ware,KAN,28,,3,1,7,5,22,0,1,7,1.4,15,3.0,0.3,0,,0,0.0,0,74.7,WareSp00
352,Jonathan Williams,IND,25,,9,1,5,5,59,0,3,-5,-1.0,64,12.8,-1.0,0,,0,0.0,0,115.8,WillJo07
353,Cedrick Wilson Jr.,DAL,24,,6,0,8,5,46,0,2,35,7.0,11,2.2,16.8,0,,0,0.0,0,78.1,WilsCe01
354,Nick Bawden,DET,23,,10,2,6,4,17,0,1,-3,-0.8,20,5.0,0.0,0,,0,0.0,0,70.1,BawdNi00
355,Khari Blasingame,TEN,23,,6,3,5,4,54,0,2,21,5.3,33,8.3,4.0,0,,1,20.0,0,111.7,BlasKh00
356,Antonio Brown,NWE,31,,1,0,8,4,56,1,3,49,12.3,7,1.8,11.5,1,4.0,0,0.0,0,112.5,BrowAn04
357,Tra Carson,2TM,27,,3,1,4,4,18,0,0,4,1.0,14,3.5,1.0,0,,0,0.0,0,85.4,CarsTr01
358,Michael Crabtree,ARI,32,,2,1,5,4,22,0,,17,4.3,5,1.3,5.2,0,,0,0.0,0,85.0,CrabMi00
359,Ryan Grant,OAK,29,,2,1,9,4,14,0,1,9,2.3,5,1.3,3.9,0,,0,0.0,1,12.0,GranRy01
360,Darrell Henderson,LAR,22,,13,0,6,4,37,0,1,0,0.0,37,9.3,0.5,0,,1,16.7,0,83.3,HendDa00
361,Rashard Higgins,CLE,25,,10,1,11,4,55,1,3,46,11.5,9,2.3,10.5,0,,1,9.1,0,83.5,HiggRa00
362,KhaDarel Hodge,CLE,24,,16,1,10,4,76,0,3,67,16.8,9,2.3,16.1,0,,1,10.0,1,27.5,HodgKh00
363,Tevin Jones,PIT,27,,5,0,10,4,61,0,1,50,12.5,11,2.8,12.4,0,,2,20.0,3,21.2,JoneTe02
364,Jordan Matthews,2TM,27,,3,1,12,4,33,0,1,26,6.5,7,1.8,14.6,0,,0,0.0,1,7.6,MattJo00
365,Donte Moncrief,2TM,26,,8,2,15,4,18,0,1,15,3.8,3,0.8,13.5,0,,4,26.7,1,11.8,MoncDo00
366,Johnny Mundt,LAR,25,,13,2,7,4,26,0,1,16,4.0,10,2.5,3.4,0,,1,14.3,0,65.2,MundJo00
367,JJ Nelson,OAK,27,,2,1,5,4,36,1,1,21,5.3,15,3.8,5.2,0,,0,0.0,0,136.2,NelsJJ00
368,Trent Sherfield,ARI,23,,16,1,13,4,80,0,4,70,17.5,10,2.5,15.0,0,,1,7.7,1,21.3,SherTr00
369,Lee Smith,BUF,32,wr,16,5,5,4,31,1,2,22,5.5,9,2.3,6.4,0,,1,20.0,0,132.1,SmitLe00
370,Ross Travis,IND,26,,3,1,6,4,51,0,1,20,5.0,31,7.8,3.7,0,,0,0.0,0,93.1,TravRo00
371,Clive Walford,MIA,28,,7,3,8,4,57,0,4,30,7.5,27,6.8,10.0,0,,3,37.5,0,73.4,WalfCl00
372,DeAndrew White,CAR,28,,10,0,9,4,51,0,3,23,5.8,28,7.0,14.8,0,,0,0.0,3,23.1,WhitDe01
373,Mike Boone,MIN,24,,16,2,4,3,17,0,0,-9,-3.0,26,8.7,-1.3,1,3.0,1,25.0,1,42.7,BoonMi00
374,Cody Core,NYG,25,,16,0,5,3,28,0,2,25,8.3,3,1.0,6.4,0,,0,0.0,0,75.4,CoreCo00
375,Geremy Davis,LAC,27,/wr,7,1,3,3,38,0,1,36,12.0,2,0.7,12.0,0,,0,0.0,0,118.7,DaviGe00
376,Robert Foster,BUF,25,,13,2,18,3,64,0,3,32,10.7,32,10.7,25.1,0,,0,0.0,1,18.8,FostRo01
377,Devin Funchess,IND,25,/wr,1,1,5,3,32,0,2,26,8.7,6,2.0,9.8,0,,1,20.0,0,78.7,FuncDe00
378,Jon Hilliman,NYG,24,,3,1,4,3,1,0,0,-9,-3.0,10,3.3,-0.3,0,,0,0.0,0,77.1,HillJo03
379,Johnny Holton,PIT,29,/wr,16,3,15,3,21,0,1,11,3.7,10,3.3,25.4,0,,0,0.0,1,11.8,HoltJo00
